Gebäude;Etage;Raum;Raumnummer;Fensternummer;Typ;Hersteller;Beschlag;Baujahr;Breite_mm;Höhe_mm;Glas;Lage;Status
Konferenzzentrum;1. Obergeschoss;Besprechungsraum 6;KON-206;KON-F-0293;Dreh-Kipp;Siegenia-Aubi;Titan AF;2028;1190;1130;3-fach WSG;Südwest;nicht_begonnen
Konferenzzentrum;1. Obergeschoss;WC Damen 7;KON-207;KON-F-0294;Schiebe;Schüco;AvanTec;2026;1700;1000;2-fach VSG;West;nicht_begonnen
Konferenzzentrum;1. Obergeschoss;WC Damen 7;KON-207;KON-F-0295;Oberlicht;Roto Frank;Roto NT;2025;1180;360;2-fach VSG;Nordwest;abgeschlossen
Konferenzzentrum;1. Obergeschoss;Büro (Einzel) 8;KON-208;KON-F-0296;Fest;Maco;Multi-Matic;2026;1050;2150;2-fach WSG;Südost;abgeschlossen
Technisches Zentrum;Untergeschoss;Flur;TZ-001;KON-F-0295;Dreh;Siegenia-Aubi;Titan AF;1989;1310;1410;Ornamentglas;West;nicht_begonnen
Technisches Zentrum;Untergeschoss;Büro (Doppel) 2;TZ-002;TZ-F-0298;Dreh;Schüco;AvanTec;2000;1800;1550;2-fach VSG;Südost;abgeschlossen
Technisches Zentrum;Untergeschoss;Büro (Doppel) 2;TZ-002;TZ-F-0299;Dreh;Siegenia-Aubi;Titan AF;1989;1790;1060;2-fach WSG;Nord;abgeschlossen
Technisches Zentrum;Untergeschoss;Büro (Doppel) 2;TZ-002;TZ-F-0300;Schiebe;Schüco;AvanTec;1984;1840;1260;2-fach VSG;Nordwest;nachpruefung
Technisches Zentrum;Untergeschoss;Lager 3;TZ-003;TZ-F-0301;Dreh;Roto Frank;Roto NT;1987;1550;1270;Ornamentglas;Nordwest;nachpruefung
Technisches Zentrum;Untergeschoss;Treppenhaus 4;TZ-004;TZ-F-0302;Kipp;Schüco;AvanTec;1986;1050;1450;ESG;Nordost;mangel
Technisches Zentrum;Untergeschoss;Büro (Einzel) 5;TZ-005;TZ-F-0303;Dreh-Kipp;Maco;Multi-Matic;1994;1680;1810;ESG;Nordost;abgeschlossen
Technisches Zentrum;Untergeschoss;Büro (Einzel) 5;TZ-005;TZ-F-0304;Dreh;Maco;Multi-Matic;1988;1620;1820;2-fach VSG;Südwest;nicht_begonnen
Technisches Zentrum;Untergeschoss;Großraumbüro 7;TZ-007;TZ-F-0305;Dreh;Roto Frank;Roto NX;1989;1970;1240;2-fach VSG;Südost;nachpruefung
Technisches Zentrum;Untergeschoss;Großraumbüro 7;TZ-007;TZ-F-0306;Oberlicht;Schüco;AvanTec;1991;1050;440;ESG;Nordwest;in_bearbeitung
Technisches Zentrum;Untergeschoss;Großraumbüro 7;TZ-007;TZ-F-0307;Dreh;Winkhaus;activPilot;1999;970;2090;3-fach WSG;Südost;ausser_betrieb
Technisches Zentrum;Untergeschoss;Großraumbüro 7;TZ-007;TZ-F-0308;Fest;Roto Frank;Roto NT;1991;1600;1580;2-fach VSG;Ost;ausser_betrieb
Technisches Zentrum;Untergeschoss;Technikraum 8;TZ-008;TZ-F-0309;Fest;Siegenia-Aubi;Titan AF;2000;1530;1680;2-fach WSG;West;abgeschlossen
Technisches Zentrum;Untergeschoss;Büro (Doppel) 10;TZ-010;TZ-F-0310;Oberlicht;GU-BKS;UNI-JET;1985;1020;320;ESG;Nordost;abgeschlossen
Technisches Zentrum;Untergeschoss;Büro (Doppel) 10;TZ-010;TZ-F-0311;Kipp;GU-BKS;UNI-JET;1983;860;2060;2-fach VSG;Süd;nicht_begonnen
Technisches Zentrum;Untergeschoss;Büro (Doppel) 10;TZ-010;TZ-F-0312;Oberlicht;Roto Frank;Roto NT;1985;1120;470;3-fach WSG;Nordost;nicht_zugaenglich
Technisches Zentrum;Erdgeschoss;Archiv;TZ-101;TZ-F-0313;Fest;Schüco;AvanTec;1985;1240;1880;3-fach WSG;Ost;abgeschlossen
Technisches Zentrum;Erdgeschoss;Technikraum 2;TZ-102;TZ-F-0314;Dreh-Kipp;Winkhaus;activPilot;1988;1220;1180;ESG;Nordost;austausch_empfohlen
Technisches Zentrum;Erdgeschoss;Werkstatt 3;TZ-103;TZ-F-0315;Dreh-Kipp;GU-BKS;UNI-JET;1991;1010;1990;3-fach WSG;Süd;abgeschlossen
Technisches Zentrum;Erdgeschoss;Werkstatt 3;TZ-103;TZ-F-0316;Dreh-Kipp;Roto Frank;Roto NT;1998;1870;1580;3-fach WSG;Nordwest;saniert
Technisches Zentrum;Erdgeschoss;Büro (Einzel) 4;TZ-104;TZ-F-0317;Fest;Winkhaus;activPilot;1996;1260;1780;3-fach WSG;Ost;nicht_begonnen
Technisches Zentrum;Erdgeschoss;Büro (Doppel) 5;TZ-105;TZ-F-0318;Schiebe;Schüco;AvanTec;1996;860;1240;ESG;Südost;nicht_begonnen
Technisches Zentrum;Erdgeschoss;Büro (Doppel) 5;TZ-105;TZ-F-0319;Dreh-Kipp;GU-BKS;UNI-JET;1996;960;1140;2-fach WSG;Nordost;abgeschlossen
Technisches Zentrum;Erdgeschoss;Großraumbüro 6;TZ-106;TZ-F-0320;Dreh;GU-BKS;UNI-JET;1991;1750;1390;Ornamentglas;Süd;in_bearbeitung
Technisches Zentrum;Erdgeschoss;Großraumbüro 6;TZ-106;TZ-F-0321;Dreh;Schüco;AvanTec;2000;1390;1930;ESG;West;in_bearbeitung
Technisches Zentrum;Erdgeschoss;Großraumbüro 6;TZ-106;TZ-F-0322;Dreh-Kipp;Maco;Multi-Matic;1983;930;1500;3-fach WSG;Nordwest;austausch_empfohlen
Technisches Zentrum;Erdgeschoss;Großraumbüro 6;TZ-106;TZ-F-0323;Kipp;Siegenia-Aubi;Titan AF;1995;930;2030;3-fach WSG;Ost;saniert
Technisches Zentrum;Erdgeschoss;Großraumbüro 6;TZ-106;TZ-F-0324;Dreh;Maco;Multi-Matic;1987;1230;1490;ESG;Süd;nachpruefung
Technisches Zentrum;Erdgeschoss;Lager 8;TZ-108;TZ-F-0325;Fest;Maco;Multi-Matic;1993;1910;1780;ESG;Nordost;abgeschlossen
Technisches Zentrum;Erdgeschoss;Technikraum 10;TZ-110;TZ-F-0326;Kipp;Winkhaus;activPilot;1997;990;1990;ESG;West;nicht_zugaenglich
Technisches Zentrum;Erdgeschoss;Werkstatt 11;TZ-111;TZ-F-0327;Oberlicht;Roto Frank;Roto NX;1983;800;350;Ornamentglas;Nordwest;austausch_empfohlen
Technisches Zentrum;Erdgeschoss;Werkstatt 11;TZ-111;TZ-F-0328;Dreh-Kipp;Winkhaus;activPilot;1984;1750;1680;2-fach VSG;Nordwest;nachpruefung
Technisches Zentrum;Erdgeschoss;Werkstatt 11;TZ-111;TZ-F-0329;Schiebe;Schüco;AvanTec;1983;870;1020;Ornamentglas;West;saniert
Technisches Zentrum;Erdgeschoss;Büro (Einzel) 12;TZ-112;TZ-F-0330;Oberlicht;Winkhaus;activPilot;1990;880;440;Ornamentglas;West;saniert
Technisches Zentrum;1. Obergeschoss;Büro (Doppel);TZ-201;TZ-F-0331;Kipp;Roto Frank;Roto NX;1988;1120;1580;2-fach VSG;Süd;nicht_begonnen
Technisches Zentrum;1. Obergeschoss;Büro (Doppel);TZ-201;TZ-F-0332;Oberlicht;GU-BKS;UNI-JET;1992;610;310;2-fach VSG;Nord;abgeschlossen
Technisches Zentrum;1. Obergeschoss;Treppenhaus 2;TZ-202;TZ-F-0333;Oberlicht;Maco;Multi-Matic;1994;1090;430;Ornamentglas;Südwest;in_bearbeitung
Technisches Zentrum;1. Obergeschoss;Lager 3;TZ-203;TZ-F-0334;Kipp;Winkhaus;activPilot;1994;1520;2010;Ornamentglas;Südwest;nicht_begonnen
Technisches Zentrum;1. Obergeschoss;Werkstatt 4;TZ-204;TZ-F-0335;Dreh;GU-BKS;UNI-JET;1993;830;1220;Ornamentglas;Nordwest;saniert
Technisches Zentrum;1. Obergeschoss;Werkstatt 4;TZ-204;TZ-F-0336;Kipp;Siegenia-Aubi;Titan AF;1989;1850;1760;3-fach WSG;West;nicht_begonnen
Technisches Zentrum;1. Obergeschoss;Großraumbüro 7;TZ-207;TZ-F-0337;Fest;Roto Frank;Roto NT;2000;1720;2200;ESG;Ost;nicht_begonnen
Technisches Zentrum;1. Obergeschoss;Großraumbüro 7;TZ-207;TZ-F-0338;Oberlicht;GU-BKS;UNI-JET;1988;1070;440;ESG;West;nicht_begonnen
Technisches Zentrum;1. Obergeschoss;Großraumbüro 7;TZ-207;TZ-F-0339;Dreh;Schüco;AvanTec;1996;1670;1060;ESG;Ost;abgeschlossen
Technisches Zentrum;1. Obergeschoss;Großraumbüro 7;TZ-207;TZ-F-0340;Oberlicht;Roto Frank;Roto NT;2000;930;360;2-fach VSG;West;mangel
Technisches Zentrum;1. Obergeschoss;Großraumbüro 7;TZ-207;TZ-F-0341;Dreh;Schüco;AvanTec;1983;1170;2110;2-fach VSG;Süd;abgeschlossen
Technisches Zentrum;1. Obergeschoss;Großraumbüro 7;TZ-207;TZ-F-0342;Dreh;Roto Frank;Roto NX;1999;1210;1000;ESG;Süd;austausch_empfohlen
Technisches Zentrum;1. Obergeschoss;Großraumbüro 7;TZ-207;TZ-F-0343;Schiebe;Siegenia-Aubi;Titan AF;1983;1780;1820;3-fach WSG;Ost;nachpruefung
Technisches Zentrum;1. Obergeschoss;Großraumbüro 7;TZ-207;TZ-F-0344;Fest;Siegenia-Aubi;Titan AF;1998;1540;1260;Ornamentglas;Ost;ausser_betrieb
Technisches Zentrum;1. Obergeschoss;Büro (Doppel) 9;TZ-204;TZ-F-0345;Oberlicht;Roto Frank;Roto NX;1998;1090;410;3-fach WSG;Nord;nachpruefung
Technisches Zentrum;1. Obergeschoss;Büro (Doppel) 9;TZ-204;TZ-F-0346;Kipp;Maco;Multi-Matic;1993;1920;1270;Ornamentglas;Süd;austausch_empfohlen
Technisches Zentrum;1. Obergeschoss;Treppenhaus 10;TZ-210;TZ-F-0338;Dreh;Roto Frank;Roto NX;1995;1500;1910;2-fach VSG;Ost;abgeschlossen
Technisches Zentrum;1. Obergeschoss;Werkstatt 12;TZ-212;TZ-F-0348;Oberlicht;Winkhaus;activPilot;1990;970;410;3-fach WSG;Nordwest;in_bearbeitung
Technisches Zentrum;1. Obergeschoss;Werkstatt 12;TZ-212;TZ-F-0349;Fest;Maco;Multi-Matic;1984;1610;1110;2-fach WSG;Südwest;mangel
Technisches Zentrum;1. Obergeschoss;Werkstatt 12;TZ-212;TZ-F-0350;Schiebe;Roto Frank;Roto NX;1992;1720;2100;2-fach VSG;Ost;abgeschlossen
Technisches Zentrum;1. Obergeschoss;Werkstatt 12;TZ-212;TZ-F-0351;Schiebe;GU-BKS;UNI-JET;1991;1500;1780;3-fach WSG;West;austausch_empfohlen
Technisches Zentrum;2. Obergeschoss;Büro (Doppel) 3;TZ-303;TZ-F-0352;Schiebe;GU-BKS;UNI-JET;1990;1910;1740;ESG;Nordwest;mangel
Technisches Zentrum;2. Obergeschoss;Büro (Doppel) 3;TZ-303;TZ-F-0353;Oberlicht;Winkhaus;activPilot;1989;1040;400;2-fach VSG;Südwest;abgeschlossen
Technisches Zentrum;2. Obergeschoss;Büro (Doppel) 3;TZ-303;TZ-F-0354;Oberlicht;Maco;Multi-Matic;1988;1200;320;Ornamentglas;Nordost;austausch_empfohlen
Technisches Zentrum;2. Obergeschoss;Treppenhaus 4;TZ-304;TZ-F-0355;Kipp;Roto Frank;Roto NX;2000;1160;2030;ESG;Nord;ausser_betrieb
Technisches Zentrum;2. Obergeschoss;Technikraum 6;TZ-306;TZ-F-0356;Dreh-Kipp;Winkhaus;activPilot;1991;1970;2000;ESG;West;abgeschlossen
Technisches Zentrum;2. Obergeschoss;Büro (Einzel) 7;TZ-307;TZ-F-0357;Oberlicht;Maco;Multi-Matic;1993;720;460;2-fach WSG;West;ausser_betrieb
Technisches Zentrum;2. Obergeschoss;Großraumbüro 8;TZ-308;TZ-F-0358;Dreh;Roto Frank;Roto NT;1986;1770;1450;3-fach WSG;Nord;in_bearbeitung
Technisches Zentrum;2. Obergeschoss;Großraumbüro 8;TZ-308;TZ-F-0359;Dreh;Roto Frank;Roto NX;1985;1120;1260;2-fach WSG;West;nicht_begonnen
Technisches Zentrum;2. Obergeschoss;Großraumbüro 8;TZ-308;TZ-F-0360;Kipp;Winkhaus;activPilot;1987;1290;1650;3-fach WSG;Nord;in_bearbeitung
Technisches Zentrum;2. Obergeschoss;Großraumbüro 8;TZ-308;TZ-F-0361;Dreh;Schüco;AvanTec;1983;830;2120;2-fach WSG;Nord;saniert
Technisches Zentrum;2. Obergeschoss;Großraumbüro 8;TZ-308;TZ-F-0362;Dreh-Kipp;Schüco;AvanTec;1993;1750;1950;2-fach VSG;Südwest;austausch_empfohlen
Technisches Zentrum;2. Obergeschoss;Großraumbüro 8;TZ-308;TZ-F-0363;Oberlicht;Roto Frank;Roto NT;1991;750;370;Ornamentglas;Südost;saniert
Technisches Zentrum;2. Obergeschoss;Flur 9;TZ-309;TZ-F-0364;Fest;Roto Frank;Roto NT;1990;1010;2010;2-fach WSG;Nordost;in_bearbeitung
Technisches Zentrum;2. Obergeschoss;Flur 9;TZ-309;TZ-F-0365;Fest;Siegenia-Aubi;Titan AF;1992;1540;1820;2-fach VSG;Ost;ausser_betrieb
Technisches Zentrum;2. Obergeschoss;Archiv 10;TZ-310;TZ-F-0366;Dreh-Kipp;Winkhaus;activPilot;1997;1050;1340;ESG;West;in_bearbeitung
Technisches Zentrum;3. Obergeschoss;Büro (Einzel);TZ-401;TZ-F-0362;Kipp;Siegenia-Aubi;Titan AF;1984;1250;2010;2-fach WSG;Südwest;nicht_begonnen
Technisches Zentrum;3. Obergeschoss;Büro (Doppel) 2;TZ-402;TZ-F-0368;Fest;Siegenia-Aubi;Titan AF;1999;1530;1500;2-fach WSG;Ost;abgeschlossen
Technisches Zentrum;3. Obergeschoss;Büro (Doppel) 2;TZ-402;TZ-F-0369;Fest;Winkhaus;activPilot;1984;860;2080;2-fach WSG;Südwest;nicht_begonnen
Technisches Zentrum;3. Obergeschoss;Werkstatt 4;TZ-404;TZ-F-0370;Schiebe;Roto Frank;Roto NX;1990;1430;1410;2-fach WSG;Nordost;in_bearbeitung
Technisches Zentrum;3. Obergeschoss;Werkstatt 4;TZ-404;TZ-F-0371;Kipp;Roto Frank;Roto NX;1993;1990;1670;ESG;Nordwest;ausser_betrieb
Technisches Zentrum;3. Obergeschoss;Werkstatt 4;TZ-404;TZ-F-0372;Dreh-Kipp;Winkhaus;activPilot;1985;1090;1890;Ornamentglas;Süd;nicht_begonnen
Technisches Zentrum;3. Obergeschoss;Werkstatt 4;TZ-404;TZ-F-0373;Dreh;Winkhaus;activPilot;1988;1540;1610;2-fach WSG;Süd;nicht_begonnen
Technisches Zentrum;3. Obergeschoss;Flur 5;TZ-405;TZ-F-0374;Dreh;Maco;Multi-Matic;1995;1840;1440;2-fach WSG;Ost;in_bearbeitung
Technisches Zentrum;3. Obergeschoss;Flur 5;TZ-405;TZ-F-0375;Dreh-Kipp;Roto Frank;Roto NX;1987;1780;1000;ESG;Ost;austausch_empfohlen
Technisches Zentrum;3. Obergeschoss;Archiv 8;TZ-408;TZ-F-0376;Kipp;Roto Frank;Roto NT;1989;1090;1300;3-fach WSG;Südost;nicht_begonnen
Technisches Zentrum;4. Obergeschoss;Flur;TZ-501;TZ-F-0377;Dreh-Kipp;GU-BKS;UNI-JET;1996;1730;1470;2-fach WSG;Süd;in_bearbeitung
Technisches Zentrum;4. Obergeschoss;Lager 2;TZ-502;TZ-F-0378;Fest;Winkhaus;activPilot;1987;1630;1570;3-fach WSG;Ost;mangel
Technisches Zentrum;4. Obergeschoss;Technikraum 3;TZ-503;TZ-F-0379;Dreh-Kipp;Schüco;AvanTec;2000;2000;1220;2-fach VSG;Südwest;in_bearbeitung
Technisches Zentrum;4. Obergeschoss;Büro (Einzel) 4;TZ-504;TZ-F-0380;Kipp;Siegenia-Aubi;Titan AF;1997;1750;1140;ESG;Nordwest;in_bearbeitung
Technisches Zentrum;4. Obergeschoss;Werkstatt 6;TZ-506;TZ-F-0381;Schiebe;Schüco;AvanTec;1989;1720;1360;2-fach WSG;Südwest;austausch_empfohlen
Technisches Zentrum;4. Obergeschoss;Werkstatt 6;TZ-506;TZ-F-0382;Dreh;Roto Frank;Roto NT;1989;1270;1200;ESG;Süd;nicht_zugaenglich
Technisches Zentrum;4. Obergeschoss;Werkstatt 6;TZ-506;TZ-F-0383;Schiebe;Roto Frank;Roto NT;1983;1960;1970;Ornamentglas;Südost;nicht_zugaenglich
Nebengebäude West;Untergeschoss;Treppenhaus 2;NGW-002;NGW-F-0384;Oberlicht;Maco;Multi-Matic;1998;1160;330;2-fach WSG;Nordost;nicht_zugaenglich
Nebengebäude West;Erdgeschoss;Büro (Einzel);NGW-101;NGW-F-0385;Dreh-Kipp;Schüco;AvanTec;2005;1720;1840;ESG;Süd;in_bearbeitung
Nebengebäude West;Erdgeschoss;Büro (Einzel);NGW-101;NGW-F-0386;Schiebe;Maco;Multi-Matic;2002;950;1320;2-fach VSG;Nordwest;abgeschlossen
Nebengebäude West;Erdgeschoss;Büro (Doppel) 2;NGW-102;NGW-F-0387;Kipp;Winkhaus;activPilot;1996;1520;1750;3-fach WSG;Nord;abgeschlossen
Nebengebäude West;Erdgeschoss;Büro (Doppel) 2;NGW-102;NGW-F-0388;Oberlicht;Winkhaus;activPilot;2001;920;320;ESG;Nordost;ausser_betrieb
Nebengebäude West;Erdgeschoss;Besprechungsraum 3;NGW-103;NGW-F-0389;Schiebe;Winkhaus;activPilot;1990;1590;1390;Ornamentglas;Nordost;nicht_zugaenglich
Nebengebäude West;Erdgeschoss;Besprechungsraum 3;NGW-103;NGW-F-0390;Fest;GU-BKS;UNI-JET;1996;1670;1300;2-fach VSG;Nordwest;abgeschlossen
Nebengebäude West;Erdgeschoss;Werkstatt 4;NGW-104;NGW-F-0391;Fest;Schüco;AvanTec;1999;1880;1220;ESG;Süd;nachpruefung
Nebengebäude West;Erdgeschoss;Werkstatt 4;NGW-104;NGW-F-0392;Fest;Maco;Multi-Matic;1995;1510;1410;2-fach VSG;West;nicht_begonnen
Nebengebäude West;Erdgeschoss;Werkstatt 4;NGW-104;NGW-F-0393;Fest;GU-BKS;UNI-JET;2002;1110;1160;Ornamentglas;Südost;abgeschlossen
Nebengebäude West;Erdgeschoss;WC Herren 5;NGW-105;NGW-F-0394;Dreh;GU-BKS;UNI-JET;1995;1480;1640;3-fach WSG;Ost;in_bearbeitung
Nebengebäude West;Erdgeschoss;Poststelle 6;NGW-106;NGW-F-0395;Schiebe;Roto Frank;Roto NT;2002;1650;1260;ESG;Ost;nicht_begonnen
Nebengebäude West;Erdgeschoss;Poststelle 6;NGW-106;NGW-F-0396;Oberlicht;Maco;Multi-Matic;2005;1010;460;2-fach VSG;Nordost;nicht_begonnen
Nebengebäude West;1. Obergeschoss;WC Herren;NGW-201;NGW-F-0397;Dreh-Kipp;Winkhaus;activPilot;1990;890;1960;2-fach VSG;West;in_bearbeitung
Nebengebäude West;1. Obergeschoss;Poststelle 2;NGW-202;NGW-F-0398;Dreh;Roto Frank;Roto NX;1998;1220;1350;2-fach VSG;Süd;nicht_begonnen
Nebengebäude West;1. Obergeschoss;Flur 3;NGW-203;NGW-F-0399;Fest;Winkhaus;activPilot;2004;1680;1250;2-fach VSG;Südwest;abgeschlossen
Nebengebäude West;1. Obergeschoss;Werkstatt 4;NGW-204;NGW-F-0400;Dreh;Roto Frank;Roto NX;1997;1330;1000;ESG;Nordwest;abgeschlossen
Nebengebäude West;1. Obergeschoss;Werkstatt 4;NGW-204;NGW-F-0401;Schiebe;Schüco;AvanTec;1991;1220;1950;Ornamentglas;Nordwest;nicht_begonnen
Nebengebäude West;1. Obergeschoss;Küche 6;NGW-206;NGW-F-0402;Fest;Roto Frank;Roto NT;2005;800;1420;3-fach WSG;Nordwest;saniert
Nebengebäude West;1. Obergeschoss;Küche 6;NGW-206;NGW-F-0403;Dreh-Kipp;Winkhaus;activPilot;1993;1560;1680;ESG;Nordwest;abgeschlossen
Nebengebäude West;1. Obergeschoss;Küche 6;NGW-206;NGW-F-0404;Schiebe;Winkhaus;activPilot;1998;1270;1820;2-fach VSG;West;saniert
Pforte und Wache;Erdgeschoss;Treppenhaus;NGW-202;PW-F-0405;Fest;Siegenia-Aubi;Titan AF;2021;850;1940;2-fach WSG;Südwest;nicht_begonnen
Pforte und Wache;Erdgeschoss;Besprechungsraum 2;PW-102;PW-F-0406;Oberlicht;Schüco;AvanTec;2010;880;440;Ornamentglas;Südost;saniert
Pforte und Wache;Erdgeschoss;Besprechungsraum 2;PW-102;PW-F-0407;Oberlicht;Schüco;AvanTec;2022;700;500;3-fach WSG;Südwest;ausser_betrieb
Pforte und Wache;Erdgeschoss;Besprechungsraum 2;PW-102;PW-F-0408;Dreh-Kipp;Siegenia-Aubi;Titan AF;2011;850;1330;2-fach WSG;Nord;mangel
Pforte und Wache;Erdgeschoss;Großraumbüro 3;PW-103;PW-F-0409;Schiebe;Siegenia-Aubi;Titan AF;2025;1180;1990;ESG;Süd;nachpruefung
Pforte und Wache;Erdgeschoss;Großraumbüro 3;PW-103;PW-F-0410;Fest;Schüco;AvanTec;2008;1060;1340;3-fach WSG;Nordost;ausser_betrieb
Pforte und Wache;Erdgeschoss;Großraumbüro 3;PW-103;PW-F-0411;Dreh;Roto Frank;Roto NT;2008;1280;2150;3-fach WSG;Nord;nicht_begonnen
Pforte und Wache;Erdgeschoss;Großraumbüro 3;PW-103;PW-F-0412;Fest;Winkhaus;activPilot;2009;1530;2070;Ornamentglas;Südwest;in_bearbeitung
Pforte und Wache;Erdgeschoss;Großraumbüro 3;PW-103;PW-F-0413;Dreh-Kipp;Roto Frank;Roto NT;2024;1990;1330;ESG;Südwest;austausch_empfohlen
Pforte und Wache;Erdgeschoss;Großraumbüro 3;PW-103;PW-F-0414;Schiebe;Maco;Multi-Matic;2012;1210;2140;3-fach WSG;West;nachpruefung
Pforte und Wache;Erdgeschoss;Großraumbüro 3;PW-103;PW-F-0415;Kipp;Siegenia-Aubi;Titan AF;2021;1540;1140;3-fach WSG;Nordost;mangel
Pforte und Wache;Erdgeschoss;Empfang 4;PW-103;PW-F-0416;Kipp;Schüco;AvanTec;2014;1280;1870;ESG;Nordwest;abgeschlossen
Pforte und Wache;Erdgeschoss;Empfang 4;PW-103;PW-F-0417;Schiebe;Siegenia-Aubi;Titan AF;2014;1680;1350;2-fach VSG;Nordost;nicht_zugaenglich
Pforte und Wache;Erdgeschoss;Empfang 4;PW-103;PW-F-0418;Schiebe;Maco;Multi-Matic;2015;860;1190;Ornamentglas;Südwest;mangel
Pforte und Wache;1. Obergeschoss;Büro (Einzel);PW-201;PW-F-0419;Dreh;Winkhaus;activPilot;2012;1570;1630;Ornamentglas;Süd;in_bearbeitung
Pforte und Wache;1. Obergeschoss;Büro (Einzel);PW-201;PW-F-0420;Fest;Roto Frank;Roto NT;2022;1420;2150;2-fach WSG;Nordost;austausch_empfohlen
Pforte und Wache;1. Obergeschoss;Treppenhaus 2;PW-202;PW-F-0421;Dreh;Maco;Multi-Matic;2019;1900;1600;Ornamentglas;Südost;nicht_begonnen
Pforte und Wache;1. Obergeschoss;Kantine 3;PW-203;PW-F-0422;Fest;Schüco;AvanTec;2013;1720;2180;2-fach WSG;Nordost;in_bearbeitung
Pforte und Wache;1. Obergeschoss;Kantine 3;PW-203;PW-F-0423;Fest;GU-BKS;UNI-JET;2020;1010;1670;Ornamentglas;Ost;nachpruefung
Pforte und Wache;1. Obergeschoss;Kantine 3;PW-203;PW-F-0424;Schiebe;Maco;Multi-Matic;2019;1120;1740;Ornamentglas;Nord;austausch_empfohlen
Pforte und Wache;1. Obergeschoss;Kantine 3;PW-203;PW-F-0425;Kipp;Roto Frank;Roto NX;2015;1360;2080;2-fach WSG;Nord;nachpruefung
Pforte und Wache;1. Obergeschoss;Kantine 3;PW-203;PW-F-0426;Dreh;Maco;Multi-Matic;2009;1900;1980;Ornamentglas;Nord;abgeschlossen
Pforte und Wache;1. Obergeschoss;Kantine 3;PW-203;PW-F-0427;Fest;Roto Frank;Roto NX;2011;1210;1780;ESG;Nordost;saniert
Pforte und Wache;1. Obergeschoss;Kantine 3;PW-203;PW-F-0428;Dreh-Kipp;Winkhaus;activPilot;2013;1720;2190;ESG;Nord;abgeschlossen
Pforte und Wache;1. Obergeschoss;Kantine 3;PW-203;PW-F-0429;Oberlicht;Maco;Multi-Matic;2023;990;460;3-fach WSG;Nordwest;mangel
Kantine und Sozialgebäude;Erdgeschoss;WC Herren;KAS-101;KAS-F-0430;Dreh;Roto Frank;Roto NX;2016;1270;2080;Ornamentglas;Südwest;abgeschlossen
Kantine und Sozialgebäude;Erdgeschoss;Treppenhaus 2;KAS-102;KAS-F-0431;Dreh;Winkhaus;activPilot;2011;1690;1070;2-fach WSG;Südost;ausser_betrieb
Kantine und Sozialgebäude;Erdgeschoss;Küche 3;KAS-103;KAS-F-0432;Schiebe;Roto Frank;Roto NT;2014;1550;1040;3-fach WSG;Süd;ausser_betrieb
Kantine und Sozialgebäude;Erdgeschoss;Küche 3;KAS-103;KAS-F-0433;Schiebe;Schüco;AvanTec;2011;1310;1430;2-fach VSG;Nord;nicht_zugaenglich
Kantine und Sozialgebäude;Erdgeschoss;Küche 3;KAS-103;KAS-F-0434;Oberlicht;Roto Frank;Roto NX;2001;710;390;ESG;Südost;ausser_betrieb
Kantine und Sozialgebäude;Erdgeschoss;Aufenthaltsraum 4;KAS-104;KAS-F-0435;Schiebe;Schüco;AvanTec;2011;1230;1390;2-fach WSG;Ost;nicht_begonnen
Kantine und Sozialgebäude;Erdgeschoss;Aufenthaltsraum 4;KAS-104;KAS-F-0436;Dreh;Roto Frank;Roto NT;2016;940;1370;2-fach WSG;Südost;nachpruefung
Kantine und Sozialgebäude;Erdgeschoss;Flur 5;KAS-105;KAS-F-0437;Dreh;Maco;Multi-Matic;2010;1090;1550;3-fach WSG;Nord;saniert
Kantine und Sozialgebäude;Erdgeschoss;WC Damen 6;KAS-106;KAS-F-0438;Kipp;Schüco;AvanTec;2009;1190;1890;ESG;Nordwest;in_bearbeitung
Kantine und Sozialgebäude;1. Obergeschoss;Flur;KAS-201;KAS-F-0439;Dreh;Roto Frank;Roto NX;2014;1480;1780;2-fach WSG;Nord;abgeschlossen
Kantine und Sozialgebäude;1. Obergeschoss;WC Herren 2;KAS-202;KAS-F-0440;Oberlicht;Roto Frank;Roto NX;2004;670;440;Ornamentglas;Südwest;abgeschlossen
Kantine und Sozialgebäude;1. Obergeschoss;WC Herren 2;KAS-202;KAS-F-0441;Oberlicht;GU-BKS;UNI-JET;2016;800;500;2-fach VSG;Nordost;ausser_betrieb
Kantine und Sozialgebäude;1. Obergeschoss;Kantine 3;KAS-203;KAS-F-0442;Oberlicht;Roto Frank;Roto NT;1999;830;500;3-fach WSG;Nord;in_bearbeitung
Kantine und Sozialgebäude;1. Obergeschoss;Kantine 3;KAS-203;KAS-F-0443;Oberlicht;Schüco;AvanTec;2007;820;440;2-fach WSG;Nordost;abgeschlossen
Kantine und Sozialgebäude;1. Obergeschoss;Kantine 3;KAS-203;KAS-F-0444;Schiebe;Roto Frank;Roto NX;2006;880;1030;3-fach WSG;Ost;nicht_begonnen
Kantine und Sozialgebäude;1. Obergeschoss;Kantine 3;KAS-203;KAS-F-0445;Oberlicht;Roto Frank;Roto NX;2009;770;470;2-fach VSG;Nordwest;nicht_begonnen
Kantine und Sozialgebäude;1. Obergeschoss;Kantine 3;KAS-203;KAS-F-0446;Schiebe;Schüco;AvanTec;2004;1150;2180;2-fach VSG;Nord;saniert
